id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13028999,Ocean View in the Heart of Ocean Beach/Point Loma,23457886,Silka,,Loma Portal,32.74169,-117.24321,Entire home/apt,150,2,107,2022-03-08,1.52,2,20,29,
13038141,The Cottage,72090544,Theresa,,Del Cerro,32.79473,-117.07317,Entire home/apt,85,1,422,2020-10-13,5.94,1,0,0,
13041512,Large Duplex for up to 10 People - Dogs Welcome,29882720,Shanna,,East Village,32.70441,-117.14863,Entire home/apt,227,3,196,2022-03-20,2.84,12,254,37,
13045708,Relaxing Mission Hills Cottage with Great Views,72180815,Colleen,,Old Town,32.74543,-117.18129,Entire home/apt,195,30,3,2021-12-18,0.08,1,250,1,
13058899,Downtown Apartment Available During Comic Con,72319970,Gina,,Cortez Hill,32.72222,-117.16161,Entire home/apt,550,3,0,,,1,0,0,
13060266,Gaslamp Quarter Loft,72330097,Ilbert,,East Village,32.71292,-117.15718,Entire home/apt,114,1,314,2022-03-19,4.43,1,15,48,
13077550,Bay Jewel - Top of the Hill,8716137,Blake,,Bay Park,32.78418,-117.18799,Private room,248,1,0,,,1,0,0,
13079594,San Diego Master Bedroom Private Bath in Hillcrest,1117966,John,,Midtown,32.74322,-117.16211,Private room,66,2,70,2022-03-13,1.07,2,173,18,
13093871,"Beautiful, private 2 Bed / 2 Bath Townhouse",18595739,Gloria,,Rolando,32.76703,-117.04689,Entire home/apt,105,13,11,2021-12-30,0.16,1,194,3,
13099640,Downtown/Hillcrest Cottage,34073051,Kelly,,Midtown,32.7422,-117.16099,Entire home/apt,130,1,243,2022-03-06,3.43,14,247,32,
13110039,Luxury! Bay Views!!! 3 Big Beds! Intl Restaurants!,10369348,Jack,,Midtown,32.74183,-117.17799,Entire home/apt,348,2,48,2022-02-21,0.75,1,5,22,
13110875,Spacious Seaside Paradise steps to sand...WITH AC!,204284742,Lisa,,Mission Bay,32.76004,-117.25134,Entire home/apt,390,7,183,2022-02-28,2.58,11,42,25,
13111342,"Ocean Beach Gem! Walk to Beach, Pier & Restaurants",185374153,Susan,,Ocean Beach,32.74549,-117.25364,Entire home/apt,250,9,51,2022-03-18,0.80,1,252,9,
13114655,Private 2 BR home with patio & parking,11637656,Patricia,,West University Heights,32.75922,-117.13944,Entire home/apt,149,1,16,2017-07-26,0.23,1,81,0,
13115344,May Sale: Elite Coastal Area /Cozy 3 BD/ 3 BA/View,47281762,Robert,,Loma Portal,32.74662,-117.21889,Entire home/apt,238,2,260,2022-03-11,3.75,1,44,65,
13123469,Awesome Beach Retreat 3 Bedroom/2.5 Bath,43449424,Randy,,Pacific Beach,32.79251,-117.25342,Entire home/apt,656,2,281,2022-03-06,3.98,2,230,36,
13127748,Bay Front Beauty - AWESOME UNIT!!,64443919,San Diego Sunset,,Mission Bay,32.78289,-117.25132,Entire home/apt,350,3,29,2022-01-17,0.60,28,288,14,
13136676,Private Guesthouse with Amazing Views,73191930,Kristen,,Talmadge,32.76638,-117.08597,Entire home/apt,109,2,93,2022-02-23,1.33,1,170,21,
13138198,Bay Front Jewel - Most Luxurious 3BR on the Bay!,64443919,San Diego Sunset,,Mission Bay,32.78315,-117.25133,Entire home/apt,350,3,43,2022-02-07,0.65,28,259,15,
13185793,Slice of Life - A block to the water!,24266900,Neal,,Mission Bay,32.77207,-117.25146,Entire home/apt,154,2,259,2022-03-16,3.69,5,337,36,
13186737,Home away from home,69196511,Lena,,Northwest,32.62555,-117.08776,Private room,65,1,23,2022-03-11,0.38,1,2,15,
13192557,Furnished room in South Mission Beach - San Diego,73852036,Jeanine,,Mission Bay,32.76816,-117.25167,Private room,50,30,4,2020-10-31,0.11,4,20,0,
13192599,Beach House at Mission Bay,73849443,Chris,,Mission Bay,32.79209,-117.24309,Entire home/apt,175,2,226,2022-03-06,3.19,1,163,24,
13193310,Home away from home 2,47231544,Matthew,,Paradise Hills,32.67306,-117.06461,Private room,58,3,137,2020-06-20,1.94,3,0,0,
13193714,Comfy home away from home!,73869834,Adelina,,Paseo Ranchoero,32.62937,-117.00446,Private room,40,2,35,2020-10-31,0.51,1,142,0,
13193943,"Guest room in quiet beach cottage, no cleaning fee",73874008,Steve,,Pacific Beach,32.80485,-117.24765,Private room,95,2,148,2022-02-28,2.13,1,28,20,
13206624,Sheila's Flip Flop Shack,73664426,Sheila,,Clairemont Mesa,32.82833,-117.19052,Private room,41,1,144,2021-09-20,2.06,3,0,2,
13220187,❖ ❖𝘛𝘏𝘌 𝘚𝘜𝘕𝘚𝘌𝘛 𝘉𝘓𝘜𝘌 ❖ ❖,8336938,Vacation Rentals By Aaron,,Mission Bay,32.78752,-117.25418,Entire home/apt,382,7,106,2022-03-14,1.51,47,299,34,
13234391,Adorable Loft w/ Yard in Heart of North Park,65776540,Tammuz,,North Hills,32.74813,-117.13518,Entire home/apt,109,2,143,2022-02-07,2.03,5,96,33,
13234860,Modern Cali Calm Suite Near All,36483772,Erika,,Memorial,32.7003,-117.1379,Private room,94,1,352,2022-03-15,5.06,4,38,76,
13235257,LITTLE ITALY SAN DIEGO BALBOA PARK 2 BR HOUSE VIEW,3046676,Todd R.,,Midtown,32.73263,-117.16786,Entire home/apt,228,3,173,2022-01-05,2.49,1,137,18,
13236254,Ocean Front Suites-4007,71574960,Marlena,,Mission Bay,32.78919,-117.25458,Entire home/apt,400,3,120,2022-02-27,1.76,6,181,17,
13239395,"Luxury, Private Yard, 2 blocks to Beach",47928015,Doug,,Ocean Beach,32.75058,-117.24671,Entire home/apt,190,3,326,2022-03-21,4.62,31,269,63,
13240194,Ocean Front Suites-4001,71574960,Marlena,,Mission Bay,32.78873,-117.25543,Entire home/apt,400,3,81,2022-01-12,1.15,6,176,12,
13244880,"Grant's Getaway, just 1  block to the beach",39281841,Katrina,,Ocean Beach,32.75132,-117.24951,Entire home/apt,247,1,146,2022-02-13,2.10,5,349,18,
13248008,Luxurious 4200 Sq Ft 6 Bedroom Mediterannean Villa,7597786,Sam,,Midtown,32.74148,-117.17432,Entire home/apt,1134,2,18,2021-12-28,0.26,7,296,5,
13248497,Redondo Retreat - 10 Yards From the Ocean!!,64443919,San Diego Sunset,,Mission Bay,32.78407,-117.25339,Entire home/apt,250,3,12,2021-08-16,0.17,28,274,6,
13249920,1 Br Marina 5 - close to waterfront little Italy,38256467,Steve,,Marina,32.71242,-117.16957,Entire home/apt,119,29,112,2022-01-20,1.93,21,136,29,
13268917,"Monthly Rental - Ocean View, Walk to Beach!",3843194,Patricia,,Loma Portal,32.75083,-117.23417,Private room,83,7,353,2022-01-30,5.00,1,9,3,
13277000,Canyon Serenity near downtown and Balboa Park,74831355,Gosia,,Midtown,32.73718,-117.16695,Entire home/apt,117,2,120,2022-03-13,1.71,1,108,18,
13277052,Ocean View 2 Bdrm Beach Condo in San Diego (PB),74831781,Dale,,Pacific Beach,32.79562,-117.25547,Entire home/apt,260,7,106,2022-01-02,1.56,1,184,17,
13279751,"Central SD - Downtown, Balboa Zoo, Beaches + More",71721238,Kyrsty,,Memorial,32.70347,-117.13532,Entire home/apt,119,3,31,2021-12-29,0.44,1,0,2,
13282822,"Walk to the Bay and Pacific Beach, Resort style",9444320,Kenia Siqueira,,Mission Bay,32.79117,-117.23724,Entire home/apt,99,28,154,2020-11-26,2.19,2,85,0,
13283085,RANCHODELREY IS EXCLUSIVE&SAFE NEIGHBOOR,67512172,Mariana,,Rancho Del Rey,32.64588,-117.02543,Entire home/apt,104,3,153,2022-03-19,2.24,1,329,31,
13283694,Urbana Cottage,26390688,Max And Marie,,Park West,32.72423,-117.16395,Entire home/apt,150,30,86,2021-04-25,1.27,2,110,1,
13297590,Ocean Front Suites-4003,71574960,Marlena,,Mission Bay,32.78861,-117.2543,Entire home/apt,400,3,60,2022-01-13,0.88,6,202,8,
13297957,Ocean Front Suites-4005,71574960,Marlena,,Mission Bay,32.78975,-117.25384,Entire home/apt,400,3,65,2022-03-06,1.15,6,201,14,
13298213,BAJA BEACH HIDEAWAY  in Crown Point!,36148546,Kai,,Mission Bay,32.79477,-117.23394,Entire home/apt,127,2,396,2022-03-18,5.61,5,266,71,
13298532,Leah's Oceanfront Condo: On Boardwalk,37353287,Nancys,,Pacific Beach,32.79963,-117.25803,Entire home/apt,292,6,12,2021-12-22,0.19,51,289,7,
13301488,Private Room and Bath in Mira Mesa,75126935,Giang,,Mira Mesa,32.9248,-117.1489,Private room,600,1,38,2021-06-20,0.55,4,203,1,
13301630,2 Beds in my San Diego Master Bedroom Suite.,40442827,Nagasol,,Lynwood Hills,32.62793,-117.02543,Private room,40,7,17,2020-12-29,0.24,4,235,0,
13313236,House in the San Diego area.,40442827,Nagasol,,Lynwood Hills,32.6268,-117.02582,Entire home/apt,217,2,4,2018-07-29,0.07,4,203,0,
13320138,Luxury Private Room with Bath La Jolla UCSD UTC,41426105,Hanna,,University City,32.86477,-117.22272,Private room,88,14,111,2022-03-01,1.58,1,141,8,
13332007,Historic House in The Center of San Diego,75452099,John,,Park West,32.7299,-117.16812,Private room,226,2,1,2017-01-12,0.02,1,0,0,
13343639,A Point Loma Original,75596042,Brendan,,Roseville,32.73444,-117.22846,Private room,90,1,66,2021-08-15,0.95,1,0,12,
13344629,Mission Beach Steps From The Sand & Belmont Park,22012010,Edgar,,Mission Bay,32.76423,-117.25119,Entire home/apt,257,3,34,2021-08-04,0.48,37,29,7,
13345315,"Private rm, sunny, lovely home (#A)",24114081,Kate,,North Clairemont,32.83663,-117.18072,Private room,100,1,154,2022-03-08,2.36,7,300,64,
13348624,Luxury Pacific Beach Family Getaway 2 Blocks to Beach Jacuzzi Yard AC Garage BBQ Crib,45608374,Stephanie,,Pacific Beach,32.80314,-117.25628,Entire home/apt,530,4,153,2022-03-17,2.28,19,122,38,
13351470,Pacific Beach BayFront House,75693968,Simon,,Mission Bay,32.79233,-117.24159,Entire home/apt,620,30,4,2018-07-27,0.06,1,81,0,
13360749,"Fully Renovated House, Luxury - 2 blocks beach",47928015,Doug,,Ocean Beach,32.74901,-117.24868,Entire home/apt,239,3,326,2022-03-10,4.64,31,269,56,
13391602,Brighton Court Modern Light Filled Duplex,76160714,John,,Mission Bay,32.76234,-117.25024,Entire home/apt,219,3,45,2021-11-30,0.65,1,0,11,
13392590,WALK T/BALBOA PARK.  Mint 1BD.  Near great dining.,27333332,Nelson,,Park West,32.72778,-117.16071,Entire home/apt,135,3,3,2018-10-03,0.05,1,0,0,
13393547,"""The Perch"" A canyon studio in  University Heights",1550996,Dawn,,West University Heights,32.75657,-117.15401,Entire home/apt,75,2,114,2021-09-07,1.69,1,20,8,
13393626,Relaxed Loft-Style Apartment in the Gaslamp Quarter,59154364,Mayra,,Gaslamp Quarter,32.71321,-117.16091,Entire home/apt,185,3,465,2022-03-13,6.61,11,249,77,
13395726,Moroccan hideaway right in the city!,76206659,Rodney,,North Hills,32.73897,-117.11839,Entire home/apt,76,2,249,2022-03-21,3.55,1,28,45,
13398876,Cozy Casita in the Heart of North Park!,65163537,Anthony,,North Hills,32.75153,-117.12432,Entire home/apt,82,3,340,2022-03-19,4.84,2,118,55,
13399907,PRIVATE MASTER BEDROOM! WALK TO UCSD HOSPITAL,76266539,Tugce,,Old Town,32.75212,-117.15818,Private room,84,1,75,2022-03-05,1.07,1,344,14,
13410975,Cozy Modern Beach Studio Condo,76375688,Nichole,,Mission Bay,32.77475,-117.25305,Entire home/apt,282,2,201,2022-03-01,2.87,3,212,15,
13413173,"Studio w/parking, near Balboa Park and Downtown",8875994,Janella,,South Park,32.71663,-117.12399,Entire home/apt,128,7,9,2021-08-21,0.14,19,244,1,
13429155,"Bright, Budget-Friendly Apt w/Balcony & Parking",8875994,Janella,,South Park,32.71664,-117.12351,Entire home/apt,187,7,16,2021-12-06,0.25,19,262,1,
13433392,Waterfront condo w/ breathtaking view of Sail Bay!,134986172,Adam,,Pacific Beach,32.792750987230626,-117.24686907777993,Entire home/apt,175,28,14,2022-01-28,0.20,1,171,4,
13433738,Lovely Private Room and Bath in NP!,43449392,Deborah,,North Hills,32.74494,-117.13346,Private room,85,2,137,2022-03-06,1.95,1,1,21,
13436012,"Luxurious, Villa near beach",76655222,Kim,,La Jolla,32.82752,-117.27611,Entire home/apt,245,3,284,2022-03-18,4.06,1,86,60,
13442374,"Pippi's Paradise, bungalow just steps to the beach",39281841,Katrina,,Ocean Beach,32.75139,-117.24947,Entire home/apt,249,1,104,2022-03-06,1.49,5,347,22,
13447499,Million Dollar View - Luxury atop Soledad Mountain,65776540,Tammuz,,La Jolla,32.82498,-117.23505,Entire home/apt,715,2,49,2022-03-04,0.71,5,224,7,
13460706,Remodeled Feb 2021. New Studio in N. Pacific Beach,76933631,Joe,,Pacific Beach,32.80772,-117.24874,Entire home/apt,132,5,31,2022-03-15,0.45,2,334,12,
13461680,Suite Dreams in San Diego,29799452,Claudia,,San Carlos,32.80146,-117.04248,Private room,77,1,66,2019-07-18,0.94,1,54,0,
13466682,"Panoramic Ocean Views, 1 Block from The Beach",26466768,Laura,,La Jolla,32.84092,-117.28094,Entire home/apt,350,3,118,2022-01-02,1.85,4,190,23,
13477514,Casa Alquimia- Chula Vista Home with private patio,59263749,Walberto,,Northwest,32.64317,-117.05873,Private room,146,2,64,2022-02-21,1.51,2,68,12,
13493187,Suite in artist's condo in Hillcrest,21469825,Michael,,Midtown,32.74705,-117.14879,Private room,69,1,163,2022-03-20,2.34,1,310,38,
13497043,"Great Ocean View-Detached, Gated, Garage, Heat/AC",42296764,Beverly,,Ocean Beach,32.750008,-117.251823,Entire home/apt,452,4,299,2022-03-02,4.31,2,95,45,
13497445,Dwell-Inspired Modern Design Beach House,5872670,Adi,,Loma Portal,32.74598,-117.24294,Entire home/apt,300,5,2,2019-07-31,0.05,2,0,0,
13509626,Views Upon Views - Del Mar,26697462,John,,Del Mar Heights,32.9578,-117.25047,Entire home/apt,393,7,21,2022-03-01,0.47,1,238,7,
13512392,Private and Central Hillcrest Garage Apartment,12949014,Todd,,West University Heights,32.754,-117.15507,Entire home/apt,152,2,184,2022-03-19,2.63,3,155,35,
13515364,Victorian attic in the trees,12235160,Lucinda,,Old Town,32.75044,-117.17477,Entire home/apt,85,4,145,2020-08-23,2.09,2,42,0,
13526631,Private room in resort like home.,16071305,Gene,,Yosemite Dr,32.65165,-116.95088,Private room,89,2,36,2021-03-21,0.52,1,36,0,
13529690,Bayhouse: Two-story 3/2 with deck on bayside sand.,73818780,Gail,,Mission Bay,32.79125,-117.2413,Entire home/apt,540,3,25,2021-09-20,0.43,1,305,4,
13531483,"Classic beach front, ULTIMATE VIEW",68912498,Kathleen,,Ocean Beach,32.75115,-117.25163,Entire home/apt,671,3,83,2022-02-21,1.19,5,338,20,
13533838,South Mission Beach 2/2 With Sweeping Views!,77827637,Rebecca V.,,Mission Bay,32.76668,-117.2509,Entire home/apt,257,6,2,2017-09-20,0.04,1,0,0,
13541572,Two-Room Modern Rustic Garden Suite,19810090,Susie,,Kensington,32.76234,-117.10523,Entire home/apt,99,1,378,2022-03-21,5.46,2,91,77,
13548671,Pacific Beach Cottage 4 Walk to the Beach and Bay!,4656446,Air Concierge,,Pacific Beach,32.79536,-117.24433,Entire home/apt,287,3,147,2022-03-19,2.12,27,261,24,
13550349,Del Mar Private Suite-Walk to Beach & Restaurants!,75913601,Dan,,Torrey Pines,32.9332,-117.25334,Entire home/apt,179,3,65,2022-03-18,0.93,1,159,10,
13558571,Pacific Beach Cottage 3 Walk to the Beach and Bay!,4656446,Air Concierge,,Pacific Beach,32.79499,-117.2441,Entire home/apt,287,3,134,2022-03-18,1.93,27,244,32,
13559549,Pacific Beach Cottage 2 Walk to the Beach and Bay!,4656446,Air Concierge,,Pacific Beach,32.79506,-117.24415,Entire home/apt,277,3,129,2022-03-15,1.87,27,159,27,
13561077,Pacific Beach Cottage 1 Walk to the Beach and Bay!,4656446,Air Concierge,,Pacific Beach,32.79524,-117.24426,Entire home/apt,287,3,175,2022-03-20,2.52,27,0,29,
13561852,Modern Boho Surf Garden - BEACH LOCATION!,22877887,Adam,,Pacific Beach,32.807,-117.25366,Private room,101,2,283,2022-03-21,4.05,1,193,61,
13564166,650 Sq ft Apt  in Pacific Beach,78176698,Ivan,,Pacific Beach,32.79569,-117.23862,Entire home/apt,150,2,60,2022-03-20,0.86,1,359,13,
13574215,BEAUTIFUL TRANQUIL TREETOP FLAT/CENTRALLY LOCATED,38458285,M D,,Normal Heights,32.76907,-117.12065,Entire home/apt,122,2,102,2022-03-14,1.46,2,253,49,
13574515,"Endless View-Has everything-pool, hot tub, BBQ, fire pit and private yard!",38690778,Bluewater Vacation Homes,,La Jolla,32.81196,-117.24808,Entire home/apt,1355,3,51,2022-03-07,0.76,65,264,10,
13577745,The Hollister - A Private Guest Suite,26350438,Corinne,,Bay Ho,32.81574,-117.21468,Private room,97,2,87,2022-03-20,2.30,1,47,16,
13578418,Oasis in Mission Valley- Family Friendly,49333374,Monica,,Allied Gardens,32.79379,-117.09338,Entire home/apt,85,1,3,2022-03-22,3,1,71,3,
13579579,Modern Moroccan Beach Cottage,5872670,Adi,,Loma Portal,32.7476,-117.24065,Entire home/apt,134,2,27,2019-08-15,0.39,2,0,0,
13590231,Luxurious Condo With Breathtaking Sail Bay Views!,78504580,Susan,,Mission Bay,32.79065,-117.24283,Entire home/apt,225,30,0,,,3,0,0,
13598464,Tuscany Inspired Home on open space,78618642,Glenn,,Rancho Penasquitos,32.9905,-117.14061,Entire home/apt,675,4,0,,,1,0,0,
13602019,Above the Crowd~Exclusive Use Deck,78663354,Sandi & Ron,,Mission Bay,32.76324,-117.2527,Entire home/apt,227,4,6,2019-07-20,0.09,1,291,0,
13602332,Vintage Home on the Canyon’s Edge,36275937,John W,,West University Heights,32.75305,-117.15158,Entire home/apt,209,3,20,2022-01-28,0.35,1,20,6,
13607323,STUNNING Bay Park 2 Bed/3 Bath; VIEWS w/Bay Breeze,32431221,Andrea,,Bay Park,32.78038,-117.20498,Entire home/apt,199,31,22,2022-02-22,0.32,1,325,3,
13617732,Private Casita in beautiful gated commu- San Diego,78843085,Jason,,Rancho Penasquitos,32.98888,-117.16642,Entire home/apt,85,100,4,2022-02-08,0.06,1,73,1,
13619896,Charming and Cozy - Your Luxury Escape Awaits!,78836518,Govanni,,University City,32.87037,-117.20492,Entire home/apt,229,1,123,2022-02-19,1.78,4,51,18,
13622552,1 Min Walk To The Beach w 2 Outdoor Parking Spaces,22012010,Edgar,,Mission Bay,32.77776,-117.25217,Entire home/apt,263,3,30,2022-03-09,0.43,37,218,9,
13622642,Great for SDSU students/interns-Private Room!,1158145,Christine,,College Area,32.77637,-117.05153,Private room,29,45,1,2018-08-05,0.02,5,52,0,
13623394,#303 Downtown studio at 830 Park,1105249,Tim,,East Village,32.71451,-117.15508,Entire home/apt,110,2,235,2022-03-06,3.36,17,139,18,
13623456,2 Bedroom Condo in the ❤️ of Mission Beach & Bay!,21806150,Carl,,Mission Bay,32.78258,-117.25324,Entire home/apt,243,4,127,2022-03-01,1.82,1,116,25,
13625018,Private studio. Walkable. Steps to beach.,42296764,Beverly,,Ocean Beach,32.750008,-117.251823,Entire home/apt,118,30,327,2022-03-16,4.70,2,89,47,
13626050,"Beautiful Villa, Walk to Windansea Beach, Sleeps 5",78213325,Danielle,,La Jolla,32.8281,-117.27317,Entire home/apt,149,5,98,2022-02-27,1.45,1,70,15,
13635281,Contemporary Sunset Cliffs Beach Cottage,33923751,Thuy,,Wooded Area,32.72515,-117.25578,Entire home/apt,199,1,162,2021-07-11,2.34,4,81,1,
13637662,Cozy Pool House (fka Secret Garden),78695145,Terri,,North Hills,32.742413,-117.125252,Entire home/apt,95,3,115,2022-03-20,1.71,1,186,3,
13638369,"30 Day Minimum-Oceanfront, High End, Heavenly 2/2!",35036833,Rachel,,Pacific Beach,32.79861,-117.25615,Entire home/apt,500,27,0,,,2,207,0,
13639112,Master Suite in Fashion Valley Gem,22459966,Lauren,,Linda Vista,32.77057,-117.16789,Private room,69,28,11,2021-08-08,0.41,11,155,1,
13640555,2BR in Walkable Neighborhood Near Balboa Park,3264,Jen,,South Park,32.72565,-117.12664,Entire home/apt,118,2,247,2020-03-02,3.53,1,162,0,
13643050,Pacific Beach Cottage Blocks from Beaches/La Jolla,9962820,Stephany,,Pacific Beach,32.80575,-117.25821,Entire home/apt,121,2,164,2022-03-08,2.35,1,87,28,
13649830,Cozy room for long term guests,60385271,Kim,,San Carlos,32.81419,-117.06361,Private room,30,28,67,2022-02-14,1.02,2,67,3,
13653376,Modern La Jolla Home Sited Close to Beaches!,12771037,Janene,,La Jolla Village,32.85986,-117.235,Entire home/apt,264,28,21,2022-03-01,0.31,1,46,6,
13654447,Resort-Like Family House in La Jolla With an Ocean View,76537565,Richard,,La Jolla,32.84313,-117.24136,Entire home/apt,1090,3,135,2022-02-27,1.94,3,198,35,
13658210,Perfection! Steps to the Sand w/ Air Conditioning!,8959661,Molly,,Mission Bay,32.7833,-117.25149,Entire home/apt,339,4,93,2022-02-05,1.34,14,244,24,
13662919,Gaslamp Home very close to Convention Center,77838141,Ally,,Gaslamp Quarter,32.71372,-117.1608,Entire home/apt,406,2,77,2019-07-06,1.11,1,27,0,
13670711,Amazing Amenities by the Beach,1028043,Jesse,,Mission Bay,32.7903,-117.23996,Entire home/apt,217,1,50,2021-08-27,0.72,39,359,5,
13674104,Traveler's Tiny Home Retreat- Centrally Located,6933030,Daria,,Mount Hope,32.70848,-117.11809,Entire home/apt,146,1,281,2022-03-15,4.05,1,59,79,
13687449,BOOKING 2022!!  OCEANVIEW WINDANSEA LA JOLLA,5744277,Nancy,,La Jolla,32.8273,-117.27518,Entire home/apt,175,7,33,2022-01-30,0.48,1,155,12,
13688395,Big room 2 beds No extra cleaning fee=great value!,121779,Lisa-Marie,,North Clairemont,32.8378,-117.19546,Private room,61,1,300,2022-03-10,4.44,1,176,39,
13699835,"5BR/3BA Bright Spacious Home, Family/Business 10+",79904708,Mark,,Loma Portal,32.7519,-117.23599,Entire home/apt,596,1,227,2022-03-02,3.26,7,190,15,
13700171,"Point Loma Studio, Central to Everything San Diego",79904708,Mark,,Loma Portal,32.75156,-117.23448,Entire home/apt,241,1,193,2022-02-21,2.77,7,205,30,
13711374,Cozy Casita w/ Hot Tub + 1 mi to Zoo/Gas Lamp Qrt,21266463,Chelsea,,Balboa Park,32.718,-117.14382,Entire home/apt,145,1,553,2022-03-22,7.95,2,61,94,
13713203,Gorgeous Cottage w/ Air Conditioning & Parking!,8959661,Molly,,Mission Bay,32.78907,-117.25307,Entire home/apt,304,4,84,2022-03-13,1.35,14,269,17,
13716636,Coastal living with farmhouse charm,80150664,Rory,,Loma Portal,32.73975,-117.22992,Entire home/apt,325,2,323,2022-03-03,4.64,2,103,55,
13729506,Short-Long Stays- Quiet Room in Large Beach Home,80299846,Jeanine,,Mission Bay,32.76667,-117.25083,Private room,125,30,1,2016-07-12,0.01,1,0,0,
13731496,Resort like living 4 students/interns! Shared room,1158145,Christine,,Serra Mesa,32.77927,-117.12966,Shared room,27,90,1,2019-03-17,0.03,5,222,0,
13743956,"PB's Place, just one block to the beach",39281841,Katrina,,Ocean Beach,32.74994,-117.24935,Entire home/apt,249,1,93,2022-03-08,1.34,5,342,12,
13744077,Modern Bungalow On A Hill,49587931,Carly,,Oak Park,32.72708,-117.07699,Entire home/apt,200,2,0,,,1,54,0,
13745803,La Jolla Cove Home with Large Yard. Walk to Ocean,28312631,Charlotte,,La Jolla,32.84397,-117.26832,Entire home/apt,220,5,91,2022-03-16,1.33,1,47,13,
13746508,Kennedy's SoCal Hideaway A Taste Of NYC Beachside,187546113,Benji,,Ocean Beach,32.75245,-117.25086,Entire home/apt,348,1,119,2022-02-27,1.71,9,64,31,
13765172,Best Location ! Convention center and Beaches !,13664263,Jessica,,Grantville,32.78662,-117.11154,Private room,46,2,34,2022-03-04,0.50,1,71,1,
13769193,Upscale Carmel Valley/Del Mar Near Beach,4546887,Cynthia (Cindy),,Carmel Valley,32.94174,-117.23393,Private room,60,30,12,2021-10-01,0.17,1,294,2,
13772331,Beautiful 1920's La Jolla Retreat,58407851,John,,La Jolla,32.83161,-117.27599,Entire home/apt,326,2,243,2022-03-06,3.49,1,265,55,
13779781,Bakery Loft,37780250,Brian,,North Hills,32.76277,-117.12901,Entire home/apt,164,28,59,2021-10-26,0.86,2,200,6,
13782180,"Ocean Views, Steps to Beach and Bay- 3 level home",47277716,Tammi,,Mission Bay,32.78676,-117.2542,Entire home/apt,600,3,19,2021-07-22,0.28,1,238,2,
13783163,The Hideaway,80938027,Efrain,,Midtown,32.74325,-117.15023,Entire home/apt,186,2,245,2022-02-10,3.52,6,144,30,
13785500,The Stanton Residence 1893 - A modern victorian,1691883,Kevin,,Balboa Park,32.71635,-117.14453,Entire home/apt,411,3,5,2022-03-20,5,2,196,5,
13786295,"2 BR house in Carmel Valley/Del Mar, San Diego CA",3171501,Oona,,Carmel Valley,32.94398,-117.21518,Entire home/apt,384,6,0,,,1,51,0,
13787020,Lovely Studio in La Jolla,20037273,Rick,,La Jolla,32.8145,-117.26256,Private room,125,1,0,,,1,1,0,
13795613,Perfect for students & interns! Heart of PB!,1158145,Christine,,Pacific Beach,32.80006,-117.23683,Shared room,27,60,0,,,5,223,0,
13799329,Room T at The Dutra Inn - Little Italy,81135905,Carolina,,Columbia,32.71987,-117.16808,Entire home/apt,151,1,348,2022-03-19,4.99,5,109,82,
13801479,Beach Front Condo - Capri by the Sea - Remodeled,52101202,Nick,,Pacific Beach,32.80159,-117.25718,Entire home/apt,309,4,177,2022-03-20,2.63,1,2,39,
13804012,Clean Room in Mira Mesa,75126935,Giang,,Mira Mesa,32.92397,-117.14901,Private room,85,2,84,2021-11-15,1.21,4,228,17,
13815250,Downtown SAN Diego Beautiful condo,3142348,Don,,Cortez Hill,32.71943,-117.16268,Entire home/apt,103,26,12,2022-01-30,0.17,3,107,1,
13815327,Cozy Ocean Beach Casita,81351357,Barr And Rachel,,Ocean Beach,32.73952,-117.24752,Entire home/apt,94,3,274,2022-03-20,4.03,1,145,40,
13827375,Ocean Beach HideAway,81509804,Catrina,,Ocean Beach,32.74972,-117.24454,Entire home/apt,204,2,131,2022-03-12,1.89,2,174,29,
13830722,"Newly updated 1-Bdrm with A/C, 15 min to beach.",20035962,Kimberly And Shawna,,North Clairemont,32.83725,-117.18993,Entire home/apt,108,3,87,2022-02-14,1.26,1,145,21,
13848553,Luxurious Private Bedroom Suite in Point Loma,6169891,Eileen,,Roseville,32.73607,-117.22289,Private room,95,3,223,2022-03-19,3.21,1,77,38,
13862725,Unique Loft near Gaslamp and Petco Park,81928110,Danuza,,East Village,32.71118,-117.15492,Entire home/apt,149,3,256,2022-03-13,4.42,1,163,62,
13886516,"Executive 1Bed W/2 Beds,Magnificent Views&PARKING",82225176,Leila,,East Village,32.71071,-117.15759,Entire home/apt,190,30,34,2022-01-08,0.49,1,293,1,
13909962,Robinson Place,38387468,Janet,,Midtown,32.74519,-117.15005,Private room,57,1,61,2022-03-01,0.90,1,309,17,
13927609,Private Bankers Hill Hide-Away. Perfect for 2,82734923,Ann,,Midtown,32.74006,-117.16781,Entire home/apt,173,4,120,2022-03-15,1.74,1,273,25,
13939047,South Mission Cabana - Cozy Beach Living!,64443919,San Diego Sunset,,Mission Bay,32.76617,-117.25145,Entire home/apt,300,3,24,2021-08-29,0.35,28,84,8,
13939488,Private Poolside Bedroom Steps From the Beach.,61549088,Joyce,,La Jolla,32.86093,-117.25084,Private room,128,3,140,2022-03-07,2.05,3,8,11,
